entry,at,order
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:52:24.446Z,163028834444600
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:52:23.551Z,163028834355100
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:52:21.545Z,163028834154500
"""Jumbo @ eTmzZ-mj1K"" posts a big blind of 0.10",2021-08-30T01:52:17.799Z,163028833779907
"""ben @ li0n-OAYVm"" posts a small blind of 0.05",2021-08-30T01:52:17.799Z,163028833779906
"Your hand is 8♦, 6♥",2021-08-30T01:52:17.799Z,163028833779902
"Player stacks: #1 ""ben @ li0n-OAYVm"" (27.00) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.98) | #6 ""alsoben @ 45sBk0_K8w"" (13.69) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.49)",2021-08-30T01:52:17.799Z,163028833779901
"-- starting hand #60  (No Limit Texas Hold'em) (dealer: ""ElitenessPhil @ j2MPOsr78j"") --",2021-08-30T01:52:17.799Z,163028833779900
"-- ending hand #59 --",2021-08-30T01:52:14.886Z,163028833488602
"""ElitenessPhil @ j2MPOsr78j"" collected 0.20 from pot",2021-08-30T01:52:14.886Z,163028833488601
"Uncalled bet of 0.40 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:52:14.886Z,163028833488600
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:52:14.072Z,163028833407200
"""ElitenessPhil @ j2MPOsr78j"" raises to 0.50",2021-08-30T01:52:11.368Z,163028833136800
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:52:05.352Z,163028832535200
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:51:57.223Z,163028831722300
"""ben @ li0n-OAYVm"" posts a big blind of 0.10",2021-08-30T01:51:52.531Z,163028831253107
"""ElitenessPhil @ j2MPOsr78j"" posts a small blind of 0.05",2021-08-30T01:51:52.531Z,163028831253106
"Your hand is 9♥, J♦",2021-08-30T01:51:52.531Z,163028831253102
"Player stacks: #1 ""ben @ li0n-OAYVm"" (27.10) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.98) | #6 ""alsoben @ 45sBk0_K8w"" (13.69) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.39)",2021-08-30T01:51:52.531Z,163028831253101
"-- starting hand #59  (No Limit Texas Hold'em) (dealer: ""alsoben @ 45sBk0_K8w"") --",2021-08-30T01:51:52.531Z,163028831253100
"-- ending hand #58 --",2021-08-30T01:51:49.619Z,163028830961902
"""ben @ li0n-OAYVm"" collected 0.65 from pot",2021-08-30T01:51:49.619Z,163028830961901
"Uncalled bet of 0.30 returned to ""ben @ li0n-OAYVm""",2021-08-30T01:51:49.619Z,163028830961900
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:51:48.811Z,163028830881100
"""ben @ li0n-OAYVm"" bets 0.30",2021-08-30T01:51:46.749Z,163028830674900
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:51:39.084Z,163028829908400
"Flop:  [4♥, 2♠, 7♣]",2021-08-30T01:51:26.444Z,163028828644400
"""ElitenessPhil @ j2MPOsr78j"" calls 0.30",2021-08-30T01:51:25.636Z,163028828563600
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:51:24.784Z,163028828478400
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:51:22.652Z,163028828265200
"""ben @ li0n-OAYVm"" raises to 0.30",2021-08-30T01:51:18.533Z,163028827853300
"""ElitenessPhil @ j2MPOsr78j"" posts a big blind of 0.10",2021-08-30T01:51:13.538Z,163028827353807
"""alsoben @ 45sBk0_K8w"" posts a small blind of 0.05",2021-08-30T01:51:13.538Z,163028827353806
"Your hand is J♦, Q♠",2021-08-30T01:51:13.538Z,163028827353802
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.75) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.98) | #6 ""alsoben @ 45sBk0_K8w"" (13.74) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.69)",2021-08-30T01:51:13.538Z,163028827353801
"-- starting hand #58  (No Limit Texas Hold'em) (dealer: ""Jumbo @ eTmzZ-mj1K"") --",2021-08-30T01:51:13.538Z,163028827353800
"-- ending hand #57 --",2021-08-30T01:51:07.492Z,163028826749202
"""Jumbo @ eTmzZ-mj1K"" collected 3.40 from pot with Two Pair, J's & 9's (combination: J♠, J♥, 9♦, 9♠, 6♣)",2021-08-30T01:51:07.492Z,163028826749201
"""Jumbo @ eTmzZ-mj1K"" shows a 9♦, 9♠.",2021-08-30T01:51:07.492Z,163028826749200
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:51:06.687Z,163028826668700
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:51:05.196Z,163028826519600
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:50:58.971Z,163028825897100
"River: 2♠, J♠, J♥, 6♣ [3♦]",2021-08-30T01:50:56.800Z,163028825680000
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:50:55.995Z,163028825599500
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:50:51.576Z,163028825157600
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:50:50.045Z,163028825004500
"Turn: 2♠, J♠, J♥ [6♣]",2021-08-30T01:50:47.430Z,163028824743000
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:50:46.624Z,163028824662400
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:50:42.716Z,163028824271600
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:50:39.977Z,163028823997700
"Flop:  [2♠, J♠, J♥]",2021-08-30T01:50:37.539Z,163028823753900
"""Jumbo @ eTmzZ-mj1K"" calls 1.10",2021-08-30T01:50:36.729Z,163028823672900
"""ben @ li0n-OAYVm"" calls 1.10",2021-08-30T01:50:35.414Z,163028823541400
"""ElitenessPhil @ j2MPOsr78j"" raises to 1.10",2021-08-30T01:50:32.272Z,163028823227200
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:50:28.623Z,163028822862300
"""Jumbo @ eTmzZ-mj1K"" calls 0.60",2021-08-30T01:50:27.289Z,163028822728900
"""ben @ li0n-OAYVm"" raises to 0.60",2021-08-30T01:50:25.278Z,163028822527800
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:50:19.692Z,163028821969200
"""alsoben @ 45sBk0_K8w"" posts a big blind of 0.10",2021-08-30T01:50:15.833Z,163028821583307
"""Jumbo @ eTmzZ-mj1K"" posts a small blind of 0.05",2021-08-30T01:50:15.833Z,163028821583306
"Your hand is 8♠, A♥",2021-08-30T01:50:15.833Z,163028821583302
"Player stacks: #1 ""ben @ li0n-OAYVm"" (27.85) | #5 ""Jumbo @ eTmzZ-mj1K"" (12.68) | #6 ""alsoben @ 45sBk0_K8w"" (13.84) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.79)",2021-08-30T01:50:15.833Z,163028821583301
"-- starting hand #57  (No Limit Texas Hold'em) (dealer: ""ben @ li0n-OAYVm"") --",2021-08-30T01:50:15.833Z,163028821583300
"""Jumbo @ eTmzZ-mj1K"" shows a 7♦, 8♠.",2021-08-30T01:50:14.386Z,163028821438600
"-- ending hand #56 --",2021-08-30T01:50:12.228Z,163028821222802
"""ElitenessPhil @ j2MPOsr78j"" collected 1.89 from pot",2021-08-30T01:50:12.228Z,163028821222801
"Uncalled bet of 0.99 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:50:12.228Z,163028821222800
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:50:11.422Z,163028821142200
"""ElitenessPhil @ j2MPOsr78j"" bets 0.99",2021-08-30T01:50:07.870Z,163028820787000
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:49:58.107Z,163028819810700
"Turn: 9♠, 2♠, 5♠ [4♣]",2021-08-30T01:49:56.449Z,163028819644900
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:49:55.643Z,163028819564300
"""Jumbo @ eTmzZ-mj1K"" calls 0.50",2021-08-30T01:49:54.196Z,163028819419600
"""ElitenessPhil @ j2MPOsr78j"" bets 0.50",2021-08-30T01:49:48.220Z,163028818822000
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:49:42.751Z,163028818275100
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:49:41.115Z,163028818111500
"Flop:  [9♠, 2♠, 5♠]",2021-08-30T01:49:37.872Z,163028817787200
"""Jumbo @ eTmzZ-mj1K"" calls 0.28",2021-08-30T01:49:37.067Z,163028817706700
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:49:32.136Z,163028817213600
"""ElitenessPhil @ j2MPOsr78j"" calls 0.28",2021-08-30T01:49:28.562Z,163028816856200
"""alsoben @ 45sBk0_K8w"" raises to 0.28",2021-08-30T01:49:26.610Z,163028816661000
"""Jumbo @ eTmzZ-mj1K"" posts a big blind of 0.10",2021-08-30T01:49:21.690Z,163028816169007
"""ben @ li0n-OAYVm"" posts a small blind of 0.05",2021-08-30T01:49:21.690Z,163028816169006
"Your hand is 6♦, J♦",2021-08-30T01:49:21.690Z,163028816169002
"Player stacks: #1 ""ben @ li0n-OAYVm"" (27.90) | #5 ""Jumbo @ eTmzZ-mj1K"" (13.46) | #6 ""alsoben @ 45sBk0_K8w"" (14.12) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.68)",2021-08-30T01:49:21.690Z,163028816169001
"-- starting hand #56  (No Limit Texas Hold'em) (dealer: ""ElitenessPhil @ j2MPOsr78j"") --",2021-08-30T01:49:21.690Z,163028816169000
"""alsoben @ 45sBk0_K8w"" shows a Q♦, A♠.",2021-08-30T01:49:20.131Z,163028816013100
"""Jumbo @ eTmzZ-mj1K"" shows a 2♠, K♠.",2021-08-30T01:49:18.734Z,163028815873400
"-- ending hand #55 --",2021-08-30T01:49:17.382Z,163028815738202
"""Jumbo @ eTmzZ-mj1K"" collected 1.18 from pot",2021-08-30T01:49:17.382Z,163028815738201
"Uncalled bet of 0.59 returned to ""Jumbo @ eTmzZ-mj1K""",2021-08-30T01:49:17.382Z,163028815738200
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:49:16.576Z,163028815657600
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:49:15.713Z,163028815571300
"""Jumbo @ eTmzZ-mj1K"" bets 0.59",2021-08-30T01:49:08.667Z,163028814866700
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:49:04.298Z,163028814429800
"Turn: 5♣, 3♣, 2♣ [2♥]",2021-08-30T01:49:00.972Z,163028814097200
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:49:00.167Z,163028814016700
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:48:55.737Z,163028813573700
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:48:53.344Z,163028813334400
"Flop:  [5♣, 3♣, 2♣]",2021-08-30T01:48:49.261Z,163028812926100
"""Jumbo @ eTmzZ-mj1K"" calls 0.36",2021-08-30T01:48:48.451Z,163028812845100
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:48:43.484Z,163028812348400
"""ElitenessPhil @ j2MPOsr78j"" calls 0.36",2021-08-30T01:48:42.630Z,163028812263000
"""alsoben @ 45sBk0_K8w"" raises to 0.36",2021-08-30T01:48:40.595Z,163028812059500
"""Jumbo @ eTmzZ-mj1K"" calls 0.10",2021-08-30T01:48:32.809Z,163028811280900
"""ben @ li0n-OAYVm"" posts a big blind of 0.10",2021-08-30T01:48:27.970Z,163028810797007
"""ElitenessPhil @ j2MPOsr78j"" posts a small blind of 0.05",2021-08-30T01:48:27.970Z,163028810797006
"Your hand is 5♠, 10♣",2021-08-30T01:48:27.970Z,163028810797002
"Player stacks: #1 ""ben @ li0n-OAYVm"" (28.00) | #5 ""Jumbo @ eTmzZ-mj1K"" (12.64) | #6 ""alsoben @ 45sBk0_K8w"" (14.48) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.04)",2021-08-30T01:48:27.970Z,163028810797001
"-- starting hand #55  (No Limit Texas Hold'em) (dealer: ""alsoben @ 45sBk0_K8w"") --",2021-08-30T01:48:27.970Z,163028810797000
"-- ending hand #54 --",2021-08-30T01:48:21.944Z,163028810194402
"""ElitenessPhil @ j2MPOsr78j"" collected 0.61 from pot with A High (combination: A♠, K♣, J♣, 10♠, 6♣)",2021-08-30T01:48:21.944Z,163028810194401
"""ElitenessPhil @ j2MPOsr78j"" shows a J♣, 4♦.",2021-08-30T01:48:21.944Z,163028810194400
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:48:21.134Z,163028810113400
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:48:16.803Z,163028809680300
"River: 6♣, 10♠, 5♣, K♣ [A♠]",2021-08-30T01:48:08.692Z,163028808869200
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:48:07.886Z,163028808788600
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:48:05.656Z,163028808565600
"Turn: 6♣, 10♠, 5♣ [K♣]",2021-08-30T01:47:57.616Z,163028807761600
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:47:56.810Z,163028807681000
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:47:54.820Z,163028807482000
"Flop:  [6♣, 10♠, 5♣]",2021-08-30T01:47:49.758Z,163028806975800
"""ElitenessPhil @ j2MPOsr78j"" calls 0.28",2021-08-30T01:47:48.952Z,163028806895200
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:47:46.600Z,163028806660000
"""Jumbo @ eTmzZ-mj1K"" raises to 0.28",2021-08-30T01:47:45.027Z,163028806502700
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:47:40.809Z,163028806080900
"""ElitenessPhil @ j2MPOsr78j"" posts a big blind of 0.10",2021-08-30T01:47:34.260Z,163028805426007
"""alsoben @ 45sBk0_K8w"" posts a small blind of 0.05",2021-08-30T01:47:34.260Z,163028805426006
"Your hand is 6♥, Q♦",2021-08-30T01:47:34.260Z,163028805426002
"Player stacks: #1 ""ben @ li0n-OAYVm"" (28.00) | #5 ""Jumbo @ eTmzZ-mj1K"" (12.92) | #6 ""alsoben @ 45sBk0_K8w"" (14.53) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.71)",2021-08-30T01:47:34.260Z,163028805426001
"-- starting hand #54  (No Limit Texas Hold'em) (dealer: ""Jumbo @ eTmzZ-mj1K"") --",2021-08-30T01:47:34.260Z,163028805426000
"-- ending hand #53 --",2021-08-30T01:47:28.232Z,163028804823204
"""ElitenessPhil @ j2MPOsr78j"" collected 5.23 from pot with Two Pair, 6's & 2's (combination: 6♥, 6♣, 2♦, 2♣, 10♦)",2021-08-30T01:47:28.232Z,163028804823203
"""ElitenessPhil @ j2MPOsr78j"" shows a 2♦, 6♥.",2021-08-30T01:47:28.232Z,163028804823202
"""Jumbo @ eTmzZ-mj1K"" collected 5.23 from pot with Two Pair, 6's & 2's (combination: 6♦, 6♣, 2♠, 2♣, 10♦)",2021-08-30T01:47:28.232Z,163028804823201
"""Jumbo @ eTmzZ-mj1K"" shows a 2♠, 6♦.",2021-08-30T01:47:28.232Z,163028804823200
"""Jumbo @ eTmzZ-mj1K"" calls 3.06",2021-08-30T01:47:27.421Z,163028804742100
"""ElitenessPhil @ j2MPOsr78j"" bets 3.06",2021-08-30T01:47:20.212Z,163028804021200
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:47:12.924Z,163028803292400
"River: 2♣, 6♣, 4♦, 9♥ [10♦]",2021-08-30T01:47:11.594Z,163028803159400
"""Jumbo @ eTmzZ-mj1K"" calls 1.97",2021-08-30T01:47:10.786Z,163028803078600
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:47:08.775Z,163028802877500
"""ElitenessPhil @ j2MPOsr78j"" raises to 1.97",2021-08-30T01:47:06.881Z,163028802688100
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:47:00.107Z,163028802010700
"""Jumbo @ eTmzZ-mj1K"" bets 0.20",2021-08-30T01:46:57.179Z,163028801717900
"Turn: 2♣, 6♣, 4♦ [9♥]",2021-08-30T01:46:50.736Z,163028801073600
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:46:49.924Z,163028800992400
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:46:37.992Z,163028799799200
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:46:33.554Z,163028799355400
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:46:31.335Z,163028799133500
"Flop:  [2♣, 6♣, 4♦]",2021-08-30T01:46:28.459Z,163028798845900
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:46:27.648Z,163028798764800
"""Jumbo @ eTmzZ-mj1K"" calls 0.10",2021-08-30T01:46:24.238Z,163028798423800
"""ben @ li0n-OAYVm"" calls 0.10",2021-08-30T01:46:20.865Z,163028798086500
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:45:59.847Z,163028795984700
"""alsoben @ 45sBk0_K8w"" posts a big blind of 0.10",2021-08-30T01:45:55.407Z,163028795540707
"""Jumbo @ eTmzZ-mj1K"" posts a small blind of 0.05",2021-08-30T01:45:55.407Z,163028795540706
"Your hand is A♥, 7♠",2021-08-30T01:45:55.407Z,163028795540702
"Player stacks: #1 ""ben @ li0n-OAYVm"" (28.10) | #5 ""Jumbo @ eTmzZ-mj1K"" (12.82) | #6 ""alsoben @ 45sBk0_K8w"" (14.63) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.61)",2021-08-30T01:45:55.407Z,163028795540701
"-- starting hand #53  (No Limit Texas Hold'em) (dealer: ""ben @ li0n-OAYVm"") --",2021-08-30T01:45:55.407Z,163028795540700
"""Jumbo @ eTmzZ-mj1K"" shows a 9♦, A♣.",2021-08-30T01:45:50.330Z,163028795033000
"-- ending hand #52 --",2021-08-30T01:45:48.860Z,163028794886002
"""ben @ li0n-OAYVm"" collected 4.40 from pot with Pair, Q's (combination: Q♣, Q♦, A♥, K♠, J♦)",2021-08-30T01:45:48.860Z,163028794886001
"""ben @ li0n-OAYVm"" shows a K♠, Q♣.",2021-08-30T01:45:48.860Z,163028794886000
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:45:48.052Z,163028794805200
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:45:43.673Z,163028794367300
"River: 9♥, 6♥, J♦, A♥ [Q♦]",2021-08-30T01:45:35.292Z,163028793529200
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:45:34.485Z,163028793448500
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:45:33.648Z,163028793364800
"Turn: 9♥, 6♥, J♦ [A♥]",2021-08-30T01:45:28.711Z,163028792871100
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:45:27.903Z,163028792790300
"""ben @ li0n-OAYVm"" calls 1.10",2021-08-30T01:45:26.007Z,163028792600700
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:45:22.765Z,163028792276500
"""alsoben @ 45sBk0_K8w"" bets 1.10",2021-08-30T01:45:21.508Z,163028792150800
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:45:16.550Z,163028791655000
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:45:14.054Z,163028791405400
"Flop:  [9♥, 6♥, J♦]",2021-08-30T01:45:11.259Z,163028791125900
"""Jumbo @ eTmzZ-mj1K"" calls 0.55",2021-08-30T01:45:10.455Z,163028791045500
"""ben @ li0n-OAYVm"" calls 0.55",2021-08-30T01:45:07.612Z,163028790761200
"""ElitenessPhil @ j2MPOsr78j"" calls 0.55",2021-08-30T01:45:03.050Z,163028790305000
"""alsoben @ 45sBk0_K8w"" raises to 0.55",2021-08-30T01:45:00.469Z,163028790046900
"""Jumbo @ eTmzZ-mj1K"" posts a big blind of 0.10",2021-08-30T01:44:50.984Z,163028789098407
"""ben @ li0n-OAYVm"" posts a small blind of 0.05",2021-08-30T01:44:50.984Z,163028789098406
"Your hand is K♠, Q♣",2021-08-30T01:44:50.984Z,163028789098402
"Player stacks: #1 ""ben @ li0n-OAYVm"" (25.35) | #5 ""Jumbo @ eTmzZ-mj1K"" (13.37) | #6 ""alsoben @ 45sBk0_K8w"" (16.28) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.16)",2021-08-30T01:44:50.984Z,163028789098401
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""ElitenessPhil @ j2MPOsr78j"") --",2021-08-30T01:44:50.984Z,163028789098400
"-- ending hand #51 --",2021-08-30T01:44:48.073Z,163028788807302
"""ElitenessPhil @ j2MPOsr78j"" collected 1.90 from pot",2021-08-30T01:44:48.073Z,163028788807301
"Uncalled bet of 0.85 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:44:48.073Z,163028788807300
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:44:47.268Z,163028788726800
"""ElitenessPhil @ j2MPOsr78j"" bets 0.85",2021-08-30T01:44:41.138Z,163028788113800
"River: J♠, 10♣, 6♣, 4♥ [5♠]",2021-08-30T01:44:23.220Z,163028786322000
"""alsoben @ 45sBk0_K8w"" calls 0.30",2021-08-30T01:44:22.413Z,163028786241300
"""ElitenessPhil @ j2MPOsr78j"" bets 0.30",2021-08-30T01:44:20.481Z,163028786048100
"Turn: J♠, 10♣, 6♣ [4♥]",2021-08-30T01:44:11.453Z,163028785145300
"""alsoben @ 45sBk0_K8w"" calls 0.50",2021-08-30T01:44:10.647Z,163028785064700
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:44:08.441Z,163028784844100
"""ElitenessPhil @ j2MPOsr78j"" bets 0.50",2021-08-30T01:44:02.631Z,163028784263100
"Flop:  [J♠, 10♣, 6♣]",2021-08-30T01:43:51.254Z,163028783125400
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:43:50.446Z,163028783044600
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:43:48.379Z,163028782837900
"""alsoben @ 45sBk0_K8w"" calls 0.10",2021-08-30T01:43:44.713Z,163028782471300
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:43:36.566Z,163028781656600
"""ben @ li0n-OAYVm"" posts a big blind of 0.10",2021-08-30T01:43:19.622Z,163028779962207
"""ElitenessPhil @ j2MPOsr78j"" posts a small blind of 0.05",2021-08-30T01:43:19.622Z,163028779962206
"Your hand is Q♠, 8♥",2021-08-30T01:43:19.622Z,163028779962202
"Player stacks: #1 ""ben @ li0n-OAYVm"" (25.45) | #5 ""Jumbo @ eTmzZ-mj1K"" (13.37) | #6 ""alsoben @ 45sBk0_K8w"" (17.18) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.16)",2021-08-30T01:43:19.622Z,163028779962201
"-- starting hand #51  (No Limit Texas Hold'em) (dealer: ""alsoben @ 45sBk0_K8w"") --",2021-08-30T01:43:19.622Z,163028779962200
"-- ending hand #50 --",2021-08-30T01:43:16.701Z,163028779670102
"""alsoben @ 45sBk0_K8w"" collected 0.50 from pot",2021-08-30T01:43:16.701Z,163028779670101
"Uncalled bet of 0.50 returned to ""alsoben @ 45sBk0_K8w""",2021-08-30T01:43:16.701Z,163028779670100
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:43:15.882Z,163028779588200
"""alsoben @ 45sBk0_K8w"" bets 0.50",2021-08-30T01:43:12.431Z,163028779243100
"Turn: 8♣, 7♣, 4♦ [3♠]",2021-08-30T01:43:07.902Z,163028778790200
"""ElitenessPhil @ j2MPOsr78j"" calls 0.15",2021-08-30T01:43:07.097Z,163028778709700
"""alsoben @ 45sBk0_K8w"" bets 0.15",2021-08-30T01:43:02.924Z,163028778292400
"Flop:  [8♣, 7♣, 4♦]",2021-08-30T01:42:41.916Z,163028776191600
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:42:41.109Z,163028776110900
"""alsoben @ 45sBk0_K8w"" calls 0.10",2021-08-30T01:42:37.834Z,163028775783400
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:42:35.740Z,163028775574000
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:42:33.493Z,163028775349300
"""ElitenessPhil @ j2MPOsr78j"" posts a big blind of 0.10",2021-08-30T01:42:30.162Z,163028775016207
"""alsoben @ 45sBk0_K8w"" posts a small blind of 0.05",2021-08-30T01:42:30.162Z,163028775016206
"Your hand is Q♥, 5♠",2021-08-30T01:42:30.162Z,163028775016202
"Player stacks: #1 ""ben @ li0n-OAYVm"" (25.45) | #5 ""Jumbo @ eTmzZ-mj1K"" (13.37) | #6 ""alsoben @ 45sBk0_K8w"" (16.93) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.41)",2021-08-30T01:42:30.162Z,163028775016201
"-- starting hand #50  (No Limit Texas Hold'em) (dealer: ""Jumbo @ eTmzZ-mj1K"") --",2021-08-30T01:42:30.162Z,163028775016200
"""alsoben @ 45sBk0_K8w"" shows a A♥, K♥.",2021-08-30T01:42:28.904Z,163028774890400
"-- ending hand #49 --",2021-08-30T01:42:26.526Z,163028774652602
"""alsoben @ 45sBk0_K8w"" collected 4.00 from pot",2021-08-30T01:42:26.526Z,163028774652601
"Uncalled bet of 2.00 returned to ""alsoben @ 45sBk0_K8w""",2021-08-30T01:42:26.526Z,163028774652600
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:42:25.717Z,163028774571700
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:42:23.826Z,163028774382600
"""alsoben @ 45sBk0_K8w"" bets 2.00",2021-08-30T01:42:22.371Z,163028774237100
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:42:17.665Z,163028773766500
"Flop:  [5♣, Q♠, J♥]",2021-08-30T01:42:15.746Z,163028773574600
"""Jumbo @ eTmzZ-mj1K"" calls 1.20",2021-08-30T01:42:14.933Z,163028773493300
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:42:11.657Z,163028773165700
"""ElitenessPhil @ j2MPOsr78j"" calls 1.20",2021-08-30T01:42:07.019Z,163028772701900
"""alsoben @ 45sBk0_K8w"" raises to 1.20",2021-08-30T01:42:01.775Z,163028772177500
"""Jumbo @ eTmzZ-mj1K"" calls 0.40",2021-08-30T01:41:56.744Z,163028771674400
"""ben @ li0n-OAYVm"" calls 0.40",2021-08-30T01:41:52.171Z,163028771217100
"""ElitenessPhil @ j2MPOsr78j"" raises to 0.40",2021-08-30T01:41:35.457Z,163028769545700
"""alsoben @ 45sBk0_K8w"" posts a big blind of 0.10",2021-08-30T01:41:27.600Z,163028768760008
"""Jumbo @ eTmzZ-mj1K"" posts a small blind of 0.05",2021-08-30T01:41:27.600Z,163028768760007
"Your hand is 5♦, K♦",2021-08-30T01:41:27.600Z,163028768760003
"Player stacks: #1 ""ben @ li0n-OAYVm"" (25.85) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.57) | #6 ""alsoben @ 45sBk0_K8w"" (14.13) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.61)",2021-08-30T01:41:27.600Z,163028768760002
"-- starting hand #49  (No Limit Texas Hold'em) (dead button) --",2021-08-30T01:41:27.600Z,163028768760001
"The player ""Madison @ 0aXb_7_xTB"" quits the game with a stack of 0.00.",2021-08-30T01:41:27.600Z,163028768760000
"""Jumbo @ eTmzZ-mj1K"" shows a 5♠, A♣.",2021-08-30T01:41:21.622Z,163028768162200
"-- ending hand #48 --",2021-08-30T01:41:19.067Z,163028767906702
