entry,at,order
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T02:03:10.710Z,163028899071000
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T02:03:07.274Z,163028898727400
"""Jumbo @ eTmzZ-mj1K"" posts a big blind of 0.10",2021-08-30T02:03:02.572Z,163028898257207
"""ben @ li0n-OAYVm"" posts a small blind of 0.05",2021-08-30T02:03:02.572Z,163028898257206
"Your hand is Q♥, 7♦",2021-08-30T02:03:02.572Z,163028898257202
"Player stacks: #1 ""ben @ li0n-OAYVm"" (25.35) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.15) | #6 ""alsoben @ 45sBk0_K8w"" (13.89) | #9 ""ElitenessPhil @ j2MPOsr78j"" (11.77)",2021-08-30T02:03:02.572Z,163028898257201
"-- starting hand #72  (No Limit Texas Hold'em) (dealer: ""ElitenessPhil @ j2MPOsr78j"") --",2021-08-30T02:03:02.572Z,163028898257200
"""ElitenessPhil @ j2MPOsr78j"" shows a 5♣, 10♥.",2021-08-30T02:03:01.362Z,163028898136200
"-- ending hand #71 --",2021-08-30T02:02:58.949Z,163028897894902
"""ElitenessPhil @ j2MPOsr78j"" collected 2.00 from pot",2021-08-30T02:02:58.949Z,163028897894901
"Uncalled bet of 1.08 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T02:02:58.949Z,163028897894900
"""ben @ li0n-OAYVm"" folds",2021-08-30T02:02:58.141Z,163028897814100
"""ElitenessPhil @ j2MPOsr78j"" bets 1.08",2021-08-30T02:02:47.474Z,163028896747400
"River: 5♦, A♦, K♦, 8♠ [A♠]",2021-08-30T02:02:36.387Z,163028895638700
"""ElitenessPhil @ j2MPOsr78j"" calls 0.90",2021-08-30T02:02:35.578Z,163028895557800
"""ben @ li0n-OAYVm"" raises to 0.90",2021-08-30T02:02:33.389Z,163028895338900
"""ElitenessPhil @ j2MPOsr78j"" bets 0.30",2021-08-30T02:02:27.012Z,163028894701200
"Turn: 5♦, A♦, K♦ [8♠]",2021-08-30T02:02:23.199Z,163028894319900
"""ben @ li0n-OAYVm"" checks",2021-08-30T02:02:22.393Z,163028894239300
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T02:02:18.966Z,163028893896600
"Flop:  [5♦, A♦, K♦]",2021-08-30T02:02:14.813Z,163028893481300
"""ben @ li0n-OAYVm"" checks",2021-08-30T02:02:14.002Z,163028893400200
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T02:02:11.634Z,163028893163400
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T02:02:06.798Z,163028892679800
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T02:01:55.813Z,163028891581300
"""ben @ li0n-OAYVm"" posts a big blind of 0.10",2021-08-30T02:01:52.391Z,163028891239107
"""ElitenessPhil @ j2MPOsr78j"" posts a small blind of 0.05",2021-08-30T02:01:52.391Z,163028891239106
"Your hand is J♥, 6♥",2021-08-30T02:01:52.391Z,163028891239102
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.35) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.15) | #6 ""alsoben @ 45sBk0_K8w"" (13.89) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.77)",2021-08-30T02:01:52.391Z,163028891239101
"-- starting hand #71  (No Limit Texas Hold'em) (dealer: ""alsoben @ 45sBk0_K8w"") --",2021-08-30T02:01:52.391Z,163028891239100
"-- ending hand #70 --",2021-08-30T02:01:49.465Z,163028890946502
"""ElitenessPhil @ j2MPOsr78j"" collected 0.80 from pot",2021-08-30T02:01:49.465Z,163028890946501
"Uncalled bet of 0.50 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T02:01:49.465Z,163028890946500
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T02:01:48.659Z,163028890865900
"""ben @ li0n-OAYVm"" folds",2021-08-30T02:01:45.415Z,163028890541500
"""ElitenessPhil @ j2MPOsr78j"" bets 0.50",2021-08-30T02:01:41.210Z,163028890121000
"Turn: J♥, 3♣, 7♥ [7♠]",2021-08-30T02:01:33.558Z,163028889355800
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T02:01:32.747Z,163028889274700
"""ben @ li0n-OAYVm"" checks",2021-08-30T02:01:30.568Z,163028889056800
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T02:01:26.221Z,163028888622100
"Flop:  [J♥, 3♣, 7♥]",2021-08-30T02:01:17.849Z,163028887784900
"""ElitenessPhil @ j2MPOsr78j"" calls 0.25",2021-08-30T02:01:17.042Z,163028887704200
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T02:01:15.050Z,163028887505000
"""Jumbo @ eTmzZ-mj1K"" calls 0.25",2021-08-30T02:01:01.912Z,163028886191200
"""ben @ li0n-OAYVm"" raises to 0.25",2021-08-30T02:01:00.125Z,163028886012500
"""ElitenessPhil @ j2MPOsr78j"" posts a big blind of 0.10",2021-08-30T02:00:50.373Z,163028885037307
"""alsoben @ 45sBk0_K8w"" posts a small blind of 0.05",2021-08-30T02:00:50.373Z,163028885037306
"Your hand is A♦, 5♥",2021-08-30T02:00:50.373Z,163028885037302
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.60) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.40) | #6 ""alsoben @ 45sBk0_K8w"" (13.94) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.22)",2021-08-30T02:00:50.373Z,163028885037301
"-- starting hand #70  (No Limit Texas Hold'em) (dealer: ""Jumbo @ eTmzZ-mj1K"") --",2021-08-30T02:00:50.373Z,163028885037300
"-- ending hand #69 --",2021-08-30T02:00:47.462Z,163028884746202
"""ben @ li0n-OAYVm"" collected 1.35 from pot",2021-08-30T02:00:47.462Z,163028884746201
"Uncalled bet of 0.70 returned to ""ben @ li0n-OAYVm""",2021-08-30T02:00:47.462Z,163028884746200
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T02:00:46.652Z,163028884665200
"""ben @ li0n-OAYVm"" bets 0.70",2021-08-30T02:00:29.860Z,163028882986000
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T02:00:14.654Z,163028881465400
"Flop:  [9♦, 6♥, 4♥]",2021-08-30T02:00:10.787Z,163028881078700
"""ElitenessPhil @ j2MPOsr78j"" calls 0.60",2021-08-30T02:00:09.976Z,163028880997600
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T02:00:07.819Z,163028880781900
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T02:00:03.991Z,163028880399100
"""ben @ li0n-OAYVm"" raises to 0.60",2021-08-30T02:00:01.430Z,163028880143000
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:59:54.814Z,163028879481400
"""alsoben @ 45sBk0_K8w"" posts a big blind of 0.10",2021-08-30T01:59:46.308Z,163028878630807
"""Jumbo @ eTmzZ-mj1K"" posts a small blind of 0.05",2021-08-30T01:59:46.308Z,163028878630806
"Your hand is 10♦, Q♥",2021-08-30T01:59:46.308Z,163028878630802
"Player stacks: #1 ""ben @ li0n-OAYVm"" (25.85) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.45) | #6 ""alsoben @ 45sBk0_K8w"" (14.04) | #9 ""ElitenessPhil @ j2MPOsr78j"" (10.82)",2021-08-30T01:59:46.308Z,163028878630801
"-- starting hand #69  (No Limit Texas Hold'em) (dealer: ""ben @ li0n-OAYVm"") --",2021-08-30T01:59:46.308Z,163028878630800
"""ElitenessPhil @ j2MPOsr78j"" shows a Q♦, 5♥.",2021-08-30T01:59:43.888Z,163028878388800
"-- ending hand #68 --",2021-08-30T01:59:42.671Z,163028878267102
"""ElitenessPhil @ j2MPOsr78j"" collected 2.50 from pot",2021-08-30T01:59:42.671Z,163028878267101
"Uncalled bet of 0.99 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:59:42.671Z,163028878267100
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:59:41.864Z,163028878186400
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:59:33.862Z,163028877386200
"""ElitenessPhil @ j2MPOsr78j"" bets 0.99",2021-08-30T01:59:26.826Z,163028876682600
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:59:20.875Z,163028876087500
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:59:18.773Z,163028875877300
"Flop:  [4♦, 2♦, 8♠]",2021-08-30T01:59:11.154Z,163028875115400
"""ElitenessPhil @ j2MPOsr78j"" calls 0.80",2021-08-30T01:59:10.344Z,163028875034400
"""alsoben @ 45sBk0_K8w"" calls 0.80",2021-08-30T01:59:08.607Z,163028874860700
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:59:05.337Z,163028874533700
"""ben @ li0n-OAYVm"" raises to 0.80",2021-08-30T01:59:03.357Z,163028874335700
"""ElitenessPhil @ j2MPOsr78j"" raises to 0.20",2021-08-30T01:58:55.522Z,163028873552200
"""alsoben @ 45sBk0_K8w"" calls 0.10",2021-08-30T01:58:52.063Z,163028873206300
"""Jumbo @ eTmzZ-mj1K"" posts a big blind of 0.10",2021-08-30T01:58:46.545Z,163028872654507
"""ben @ li0n-OAYVm"" posts a small blind of 0.05",2021-08-30T01:58:46.545Z,163028872654506
"Your hand is A♣, J♦",2021-08-30T01:58:46.545Z,163028872654502
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.65) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.55) | #6 ""alsoben @ 45sBk0_K8w"" (14.84) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.12)",2021-08-30T01:58:46.545Z,163028872654501
"-- starting hand #68  (No Limit Texas Hold'em) (dealer: ""ElitenessPhil @ j2MPOsr78j"") --",2021-08-30T01:58:46.545Z,163028872654500
"""alsoben @ 45sBk0_K8w"" shows a 3♣, 9♣.",2021-08-30T01:58:43.823Z,163028872382300
"""ElitenessPhil @ j2MPOsr78j"" shows a 9♦, 5♣.",2021-08-30T01:58:42.828Z,163028872282800
"""Jumbo @ eTmzZ-mj1K"" shows a 6♦, 6♠.",2021-08-30T01:58:42.199Z,163028872219900
"-- ending hand #67 --",2021-08-30T01:58:41.514Z,163028872151402
"""Jumbo @ eTmzZ-mj1K"" collected 1.15 from pot",2021-08-30T01:58:41.514Z,163028872151401
"Uncalled bet of 0.57 returned to ""Jumbo @ eTmzZ-mj1K""",2021-08-30T01:58:41.514Z,163028872151400
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:58:40.710Z,163028872071000
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:58:38.415Z,163028871841500
"""Jumbo @ eTmzZ-mj1K"" bets 0.57",2021-08-30T01:58:32.046Z,163028871204600
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:58:29.240Z,163028870924000
"Turn: A♠, 2♥, A♦ [J♠]",2021-08-30T01:58:25.168Z,163028870516800
"""alsoben @ 45sBk0_K8w"" checks",2021-08-30T01:58:24.364Z,163028870436400
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:58:22.588Z,163028870258800
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:58:19.422Z,163028869942200
"Flop:  [A♠, 2♥, A♦]",2021-08-30T01:58:15.104Z,163028869510400
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:58:14.271Z,163028869427100
"""ElitenessPhil @ j2MPOsr78j"" calls 0.35",2021-08-30T01:58:06.446Z,163028868644600
"""alsoben @ 45sBk0_K8w"" calls 0.35",2021-08-30T01:58:03.248Z,163028868324800
"""Jumbo @ eTmzZ-mj1K"" raises to 0.35",2021-08-30T01:57:48.802Z,163028866880200
"""ben @ li0n-OAYVm"" posts a big blind of 0.10",2021-08-30T01:57:44.627Z,163028866462707
"""ElitenessPhil @ j2MPOsr78j"" posts a small blind of 0.05",2021-08-30T01:57:44.627Z,163028866462706
"Your hand is 8♣, J♦",2021-08-30T01:57:44.627Z,163028866462702
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.75) | #5 ""Jumbo @ eTmzZ-mj1K"" (13.75) | #6 ""alsoben @ 45sBk0_K8w"" (15.19) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.47)",2021-08-30T01:57:44.627Z,163028866462701
"-- starting hand #67  (No Limit Texas Hold'em) (dealer: ""alsoben @ 45sBk0_K8w"") --",2021-08-30T01:57:44.627Z,163028866462700
"""Jumbo @ eTmzZ-mj1K"" shows a 10♠, A♠.",2021-08-30T01:57:42.400Z,163028866240000
"-- ending hand #66 --",2021-08-30T01:57:41.004Z,163028866100402
"""ElitenessPhil @ j2MPOsr78j"" collected 1.41 from pot",2021-08-30T01:57:41.004Z,163028866100401
"Uncalled bet of 0.96 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:57:41.004Z,163028866100400
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:57:40.198Z,163028866019800
"""ElitenessPhil @ j2MPOsr78j"" bets 0.96",2021-08-30T01:57:34.830Z,163028865483000
"River: 7♣, K♦, 2♣, 5♣ [10♣]",2021-08-30T01:57:28.119Z,163028864811900
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:57:27.312Z,163028864731200
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:57:26.062Z,163028864606200
"Turn: 7♣, K♦, 2♣ [5♣]",2021-08-30T01:57:23.328Z,163028864332800
"""Jumbo @ eTmzZ-mj1K"" calls 0.40",2021-08-30T01:57:22.520Z,163028864252000
"""ElitenessPhil @ j2MPOsr78j"" bets 0.40",2021-08-30T01:57:15.994Z,163028863599400
"Flop:  [7♣, K♦, 2♣]",2021-08-30T01:57:04.902Z,163028862490200
"""ElitenessPhil @ j2MPOsr78j"" calls 0.28",2021-08-30T01:57:04.090Z,163028862409000
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:57:03.242Z,163028862324200
"""Jumbo @ eTmzZ-mj1K"" raises to 0.28",2021-08-30T01:56:46.735Z,163028860673500
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:56:41.935Z,163028860193500
"""ElitenessPhil @ j2MPOsr78j"" posts a big blind of 0.10",2021-08-30T01:56:39.259Z,163028859925907
"""alsoben @ 45sBk0_K8w"" posts a small blind of 0.05",2021-08-30T01:56:39.259Z,163028859925906
"Your hand is 5♠, J♥",2021-08-30T01:56:39.259Z,163028859925902
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.75) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.43) | #6 ""alsoben @ 45sBk0_K8w"" (15.24) | #9 ""ElitenessPhil @ j2MPOsr78j"" (8.74)",2021-08-30T01:56:39.259Z,163028859925901
"-- starting hand #66  (No Limit Texas Hold'em) (dealer: ""Jumbo @ eTmzZ-mj1K"") --",2021-08-30T01:56:39.259Z,163028859925900
"-- ending hand #65 --",2021-08-30T01:56:36.348Z,163028859634802
"""ben @ li0n-OAYVm"" collected 0.35 from pot",2021-08-30T01:56:36.348Z,163028859634801
"Uncalled bet of 0.55 returned to ""ben @ li0n-OAYVm""",2021-08-30T01:56:36.348Z,163028859634800
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:56:35.538Z,163028859553800
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:56:34.690Z,163028859469000
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:56:29.067Z,163028858906700
"""ben @ li0n-OAYVm"" raises to 0.65",2021-08-30T01:56:25.829Z,163028858582900
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:56:18.186Z,163028857818600
"""alsoben @ 45sBk0_K8w"" posts a big blind of 0.10",2021-08-30T01:56:14.154Z,163028857415407
"""Jumbo @ eTmzZ-mj1K"" posts a small blind of 0.05",2021-08-30T01:56:14.154Z,163028857415406
"Your hand is K♠, 2♠",2021-08-30T01:56:14.154Z,163028857415402
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.50) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.48) | #6 ""alsoben @ 45sBk0_K8w"" (15.34) | #9 ""ElitenessPhil @ j2MPOsr78j"" (8.84)",2021-08-30T01:56:14.154Z,163028857415401
"-- starting hand #65  (No Limit Texas Hold'em) (dealer: ""ben @ li0n-OAYVm"") --",2021-08-30T01:56:14.154Z,163028857415400
"-- ending hand #64 --",2021-08-30T01:56:11.248Z,163028857124802
"""ElitenessPhil @ j2MPOsr78j"" collected 0.25 from pot",2021-08-30T01:56:11.248Z,163028857124801
"Uncalled bet of 0.50 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:56:11.248Z,163028857124800
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:56:10.444Z,163028857044400
"""ElitenessPhil @ j2MPOsr78j"" bets 0.50",2021-08-30T01:56:06.950Z,163028856695000
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:56:00.135Z,163028856013500
"Turn: 5♥, 2♣, 7♥ [J♠]",2021-08-30T01:55:54.962Z,163028855496200
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:55:54.154Z,163028855415400
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:55:52.721Z,163028855272100
"Flop:  [5♥, 2♣, 7♥]",2021-08-30T01:55:44.461Z,163028854446100
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:55:43.658Z,163028854365800
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:55:41.173Z,163028854117300
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:55:40.314Z,163028854031400
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:55:38.511Z,163028853851100
"""Jumbo @ eTmzZ-mj1K"" posts a big blind of 0.10",2021-08-30T01:55:26.997Z,163028852699707
"""ben @ li0n-OAYVm"" posts a small blind of 0.05",2021-08-30T01:55:26.997Z,163028852699706
"Your hand is 4♦, Q♠",2021-08-30T01:55:26.997Z,163028852699702
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.55) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.58) | #6 ""alsoben @ 45sBk0_K8w"" (15.34) | #9 ""ElitenessPhil @ j2MPOsr78j"" (8.69)",2021-08-30T01:55:26.997Z,163028852699701
"-- starting hand #64  (No Limit Texas Hold'em) (dealer: ""ElitenessPhil @ j2MPOsr78j"") --",2021-08-30T01:55:26.997Z,163028852699700
"-- ending hand #63 --",2021-08-30T01:55:24.087Z,163028852408702
"""ben @ li0n-OAYVm"" collected 0.20 from pot",2021-08-30T01:55:24.087Z,163028852408701
"Uncalled bet of 0.20 returned to ""ben @ li0n-OAYVm""",2021-08-30T01:55:24.087Z,163028852408700
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:55:23.248Z,163028852324800
"""ben @ li0n-OAYVm"" bets 0.20",2021-08-30T01:55:20.323Z,163028852032300
"""ElitenessPhil @ j2MPOsr78j"" checks",2021-08-30T01:55:09.528Z,163028850952800
"Flop:  [9♠, K♣, 9♣]",2021-08-30T01:55:05.533Z,163028850553300
"""ben @ li0n-OAYVm"" checks",2021-08-30T01:55:04.728Z,163028850472800
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:55:01.008Z,163028850100800
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:54:58.957Z,163028849895700
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:54:51.985Z,163028849198500
"""ben @ li0n-OAYVm"" posts a big blind of 0.10",2021-08-30T01:54:49.693Z,163028848969307
"""ElitenessPhil @ j2MPOsr78j"" posts a small blind of 0.05",2021-08-30T01:54:49.693Z,163028848969306
"Your hand is 6♥, J♣",2021-08-30T01:54:49.693Z,163028848969302
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.45) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.58) | #6 ""alsoben @ 45sBk0_K8w"" (15.34) | #9 ""ElitenessPhil @ j2MPOsr78j"" (8.79)",2021-08-30T01:54:49.693Z,163028848969301
"-- starting hand #63  (No Limit Texas Hold'em) (dealer: ""alsoben @ 45sBk0_K8w"") --",2021-08-30T01:54:49.693Z,163028848969300
"-- ending hand #62 --",2021-08-30T01:54:46.777Z,163028848677702
"""alsoben @ 45sBk0_K8w"" collected 2.50 from pot",2021-08-30T01:54:46.777Z,163028848677701
"Uncalled bet of 1.25 returned to ""alsoben @ 45sBk0_K8w""",2021-08-30T01:54:46.777Z,163028848677700
"""ben @ li0n-OAYVm"" folds",2021-08-30T01:54:45.966Z,163028848596600
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:54:41.521Z,163028848152100
"""alsoben @ 45sBk0_K8w"" bets 1.25",2021-08-30T01:54:35.026Z,163028847502600
"Turn: A♣, 10♥, Q♣ [5♣]",2021-08-30T01:54:30.830Z,163028847083000
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:54:30.025Z,163028847002500
"""ben @ li0n-OAYVm"" calls 0.50",2021-08-30T01:54:28.054Z,163028846805400
"""ElitenessPhil @ j2MPOsr78j"" calls 0.50",2021-08-30T01:54:24.282Z,163028846428200
"""alsoben @ 45sBk0_K8w"" bets 0.50",2021-08-30T01:54:19.307Z,163028845930700
"Flop:  [A♣, 10♥, Q♣]",2021-08-30T01:54:13.741Z,163028845374100
"""ElitenessPhil @ j2MPOsr78j"" calls 0.25",2021-08-30T01:54:12.934Z,163028845293400
"""alsoben @ 45sBk0_K8w"" calls 0.25",2021-08-30T01:54:07.319Z,163028844731900
"""Jumbo @ eTmzZ-mj1K"" calls 0.25",2021-08-30T01:53:50.928Z,163028843092800
"""ben @ li0n-OAYVm"" raises to 0.25",2021-08-30T01:53:42.892Z,163028842289200
"""ElitenessPhil @ j2MPOsr78j"" posts a big blind of 0.10",2021-08-30T01:53:19.453Z,163028839945307
"""alsoben @ 45sBk0_K8w"" posts a small blind of 0.05",2021-08-30T01:53:19.453Z,163028839945306
"Your hand is J♠, 9♥",2021-08-30T01:53:19.453Z,163028839945302
"Player stacks: #1 ""ben @ li0n-OAYVm"" (27.20) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.83) | #6 ""alsoben @ 45sBk0_K8w"" (13.59) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.54)",2021-08-30T01:53:19.453Z,163028839945301
"-- starting hand #62  (No Limit Texas Hold'em) (dealer: ""Jumbo @ eTmzZ-mj1K"") --",2021-08-30T01:53:19.453Z,163028839945300
"-- ending hand #61 --",2021-08-30T01:53:16.538Z,163028839653802
"""ben @ li0n-OAYVm"" collected 0.35 from pot",2021-08-30T01:53:16.538Z,163028839653801
"Uncalled bet of 0.55 returned to ""ben @ li0n-OAYVm""",2021-08-30T01:53:16.538Z,163028839653800
"""ElitenessPhil @ j2MPOsr78j"" folds",2021-08-30T01:53:15.734Z,163028839573400
"""alsoben @ 45sBk0_K8w"" folds",2021-08-30T01:53:14.877Z,163028839487700
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:53:04.308Z,163028838430800
"""ben @ li0n-OAYVm"" raises to 0.65",2021-08-30T01:53:02.490Z,163028838249000
"""ElitenessPhil @ j2MPOsr78j"" calls 0.10",2021-08-30T01:52:51.078Z,163028837107800
"""alsoben @ 45sBk0_K8w"" posts a big blind of 0.10",2021-08-30T01:52:46.182Z,163028836618207
"""Jumbo @ eTmzZ-mj1K"" posts a small blind of 0.05",2021-08-30T01:52:46.182Z,163028836618206
"Your hand is 7♦, K♦",2021-08-30T01:52:46.182Z,163028836618202
"Player stacks: #1 ""ben @ li0n-OAYVm"" (26.95) | #5 ""Jumbo @ eTmzZ-mj1K"" (14.88) | #6 ""alsoben @ 45sBk0_K8w"" (13.69) | #9 ""ElitenessPhil @ j2MPOsr78j"" (9.64)",2021-08-30T01:52:46.182Z,163028836618201
"-- starting hand #61  (No Limit Texas Hold'em) (dealer: ""ben @ li0n-OAYVm"") --",2021-08-30T01:52:46.182Z,163028836618200
"""ElitenessPhil @ j2MPOsr78j"" shows a 2♠, 9♣.",2021-08-30T01:52:44.774Z,163028836477400
"""Jumbo @ eTmzZ-mj1K"" shows a 8♠, 2♦.",2021-08-30T01:52:42.984Z,163028836298400
"-- ending hand #60 --",2021-08-30T01:52:41.860Z,163028836186002
"""ElitenessPhil @ j2MPOsr78j"" collected 0.25 from pot",2021-08-30T01:52:41.860Z,163028836186001
"Uncalled bet of 0.30 returned to ""ElitenessPhil @ j2MPOsr78j""",2021-08-30T01:52:41.860Z,163028836186000
"""Jumbo @ eTmzZ-mj1K"" folds",2021-08-30T01:52:41.039Z,163028836103900
"""ElitenessPhil @ j2MPOsr78j"" bets 0.30",2021-08-30T01:52:36.179Z,163028835617900
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:52:30.220Z,163028835022000
"Flop:  [2♥, 6♦, 5♥]",2021-08-30T01:52:27.604Z,163028834760400
"""Jumbo @ eTmzZ-mj1K"" checks",2021-08-30T01:52:26.787Z,163028834678700
