entry,at,order
"-- starting hand #182  (No Limit Texas Hold'em) (dealer: ""bubbles @ rYQPN15HQa"") --",2021-08-06T19:30:54.198Z,162827825419800
"-- ending hand #181 --",2021-08-06T19:30:48.286Z,162827824828602
"""bubbles @ rYQPN15HQa"" collected 4.00 from pot",2021-08-06T19:30:48.286Z,162827824828601
"Uncalled bet of 4.00 returned to ""bubbles @ rYQPN15HQa""",2021-08-06T19:30:48.286Z,162827824828600
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:30:47.476Z,162827824747600
"""bubbles @ rYQPN15HQa"" raises to 6.00",2021-08-06T19:30:46.632Z,162827824663200
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:30:43.242Z,162827824324200
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:30:42.315Z,162827824231500
"""ZayZay @ 6qGmhA5z2u"" folds",2021-08-06T19:30:41.411Z,162827824141100
"""Ayherk @ lYOja9mEqC"" folds",2021-08-06T19:30:37.617Z,162827823761700
"""WyzDM @ hZZiY4wb9J"" posts a big blind of 2.00",2021-08-06T19:30:35.938Z,162827823593809
"""bubbles @ rYQPN15HQa"" posts a small blind of 1.00",2021-08-06T19:30:35.938Z,162827823593808
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (106.00) | #3 ""Ayherk @ lYOja9mEqC"" (319.75) | #4 ""ZayZay @ 6qGmhA5z2u"" (422.25) | #6 ""sneakers @ P4t9Uuig11"" (499.00) | #9 ""moosh @ BbPu85ru25"" (309.00) | #10 ""bubbles @ rYQPN15HQa"" (692.00)",2021-08-06T19:30:35.938Z,162827823593801
"-- starting hand #181  (No Limit Texas Hold'em) (dealer: ""moosh @ BbPu85ru25"") --",2021-08-06T19:30:35.938Z,162827823593800
"-- ending hand #180 --",2021-08-06T19:30:33.014Z,162827823301402
"""Ayherk @ lYOja9mEqC"" collected 27.00 from pot",2021-08-06T19:30:33.014Z,162827823301401
"Uncalled bet of 35.00 returned to ""Ayherk @ lYOja9mEqC""",2021-08-06T19:30:33.014Z,162827823301400
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:30:32.207Z,162827823220700
"""Ayherk @ lYOja9mEqC"" bets 35.00",2021-08-06T19:30:31.352Z,162827823135200
"""bubbles @ rYQPN15HQa"" checks",2021-08-06T19:30:27.089Z,162827822708900
"River: J♦, 4♣, 8♠, J♠ [10♦]",2021-08-06T19:30:24.967Z,162827822496700
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:30:24.155Z,162827822415500
"""bubbles @ rYQPN15HQa"" checks",2021-08-06T19:30:21.557Z,162827822155700
"Turn: J♦, 4♣, 8♠ [J♠]",2021-08-06T19:30:19.809Z,162827821980900
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:30:19.003Z,162827821900300
"""bubbles @ rYQPN15HQa"" calls 7.00",2021-08-06T19:30:16.577Z,162827821657700
"""Ayherk @ lYOja9mEqC"" bets 7.00",2021-08-06T19:30:13.646Z,162827821364600
"""WyzDM @ hZZiY4wb9J"" checks",2021-08-06T19:30:07.170Z,162827820717000
"""bubbles @ rYQPN15HQa"" checks",2021-08-06T19:30:05.706Z,162827820570600
"Flop:  [J♦, 4♣, 8♠]",2021-08-06T19:30:04.597Z,162827820459700
"""bubbles @ rYQPN15HQa"" calls 4.00",2021-08-06T19:30:03.787Z,162827820378700
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:30:01.449Z,162827820144900
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:29:53.827Z,162827819382700
"""ZayZay @ 6qGmhA5z2u"" folds",2021-08-06T19:29:52.929Z,162827819292900
"""Ayherk @ lYOja9mEqC"" calls 4.00",2021-08-06T19:29:52.060Z,162827819206000
"""WyzDM @ hZZiY4wb9J"" raises to 4.00",2021-08-06T19:29:51.071Z,162827819107100
"""bubbles @ rYQPN15HQa"" posts a big blind of 2.00",2021-08-06T19:29:39.395Z,162827817939509
"""moosh @ BbPu85ru25"" posts a small blind of 1.00",2021-08-06T19:29:39.395Z,162827817939508
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (110.00) | #3 ""Ayherk @ lYOja9mEqC"" (303.75) | #4 ""ZayZay @ 6qGmhA5z2u"" (422.25) | #6 ""sneakers @ P4t9Uuig11"" (499.00) | #9 ""moosh @ BbPu85ru25"" (310.00) | #10 ""bubbles @ rYQPN15HQa"" (703.00)",2021-08-06T19:29:39.395Z,162827817939501
"-- starting hand #180  (No Limit Texas Hold'em) (dealer: ""sneakers @ P4t9Uuig11"") --",2021-08-06T19:29:39.395Z,162827817939500
"-- ending hand #179 --",2021-08-06T19:29:33.458Z,162827817345802
"""sneakers @ P4t9Uuig11"" collected 4.00 from pot",2021-08-06T19:29:33.458Z,162827817345801
"Uncalled bet of 4.00 returned to ""sneakers @ P4t9Uuig11""",2021-08-06T19:29:33.458Z,162827817345800
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:29:32.644Z,162827817264400
"""sneakers @ P4t9Uuig11"" raises to 6.00",2021-08-06T19:29:13.634Z,162827815363400
"""ZayZay @ 6qGmhA5z2u"" folds",2021-08-06T19:29:04.479Z,162827814447900
"""Ayherk @ lYOja9mEqC"" folds",2021-08-06T19:29:03.616Z,162827814361600
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:29:02.278Z,162827814227800
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:29:01.437Z,162827814143700
"""moosh @ BbPu85ru25"" posts a big blind of 2.00",2021-08-06T19:28:53.260Z,162827813326009
"""sneakers @ P4t9Uuig11"" posts a small blind of 1.00",2021-08-06T19:28:53.260Z,162827813326008
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (110.00) | #3 ""Ayherk @ lYOja9mEqC"" (303.75) | #4 ""ZayZay @ 6qGmhA5z2u"" (422.25) | #6 ""sneakers @ P4t9Uuig11"" (497.00) | #9 ""moosh @ BbPu85ru25"" (312.00) | #10 ""bubbles @ rYQPN15HQa"" (703.00)",2021-08-06T19:28:53.260Z,162827813326001
"-- starting hand #179  (No Limit Texas Hold'em) (dealer: ""ZayZay @ 6qGmhA5z2u"") --",2021-08-06T19:28:53.260Z,162827813326000
"-- ending hand #178 --",2021-08-06T19:28:47.354Z,162827812735402
"""Ayherk @ lYOja9mEqC"" collected 93.00 from pot",2021-08-06T19:28:47.354Z,162827812735401
"Uncalled bet of 40.00 returned to ""Ayherk @ lYOja9mEqC""",2021-08-06T19:28:47.354Z,162827812735400
"""ZayZay @ 6qGmhA5z2u"" folds",2021-08-06T19:28:46.545Z,162827812654500
"""Ayherk @ lYOja9mEqC"" bets 40.00",2021-08-06T19:28:18.445Z,162827809844500
"""ZayZay @ 6qGmhA5z2u"" checks",2021-08-06T19:28:10.766Z,162827809076600
"Turn: 6♣, 5♣, 5♦ [7♥]",2021-08-06T19:28:05.925Z,162827808592500
"""Ayherk @ lYOja9mEqC"" calls 25.50",2021-08-06T19:28:05.118Z,162827808511800
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:28:03.518Z,162827808351800
"""ZayZay @ 6qGmhA5z2u"" bets 25.50",2021-08-06T19:27:59.820Z,162827807982000
"Flop:  [6♣, 5♣, 5♦]",2021-08-06T19:27:47.628Z,162827806762800
"""Ayherk @ lYOja9mEqC"" calls 14.00",2021-08-06T19:27:46.789Z,162827806678900
"""sneakers @ P4t9Uuig11"" calls 14.00",2021-08-06T19:27:45.781Z,162827806578100
"""ZayZay @ 6qGmhA5z2u"" raises to 14.00",2021-08-06T19:27:35.057Z,162827805505700
"""Ayherk @ lYOja9mEqC"" calls 2.00",2021-08-06T19:27:26.515Z,162827804651500
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:27:25.485Z,162827804548500
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:27:05.378Z,162827802537800
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:27:04.262Z,162827802426200
"""sneakers @ P4t9Uuig11"" posts a big blind of 2.00",2021-08-06T19:27:00.375Z,162827802037509
"""ZayZay @ 6qGmhA5z2u"" posts a small blind of 1.00",2021-08-06T19:27:00.375Z,162827802037508
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (110.00) | #3 ""Ayherk @ lYOja9mEqC"" (250.25) | #4 ""ZayZay @ 6qGmhA5z2u"" (461.75) | #6 ""sneakers @ P4t9Uuig11"" (511.00) | #9 ""moosh @ BbPu85ru25"" (312.00) | #10 ""bubbles @ rYQPN15HQa"" (703.00)",2021-08-06T19:27:00.375Z,162827802037501
"-- starting hand #178  (No Limit Texas Hold'em) (dealer: ""Ayherk @ lYOja9mEqC"") --",2021-08-06T19:27:00.375Z,162827802037500
"-- ending hand #177 --",2021-08-06T19:26:54.356Z,162827801435602
"""Ayherk @ lYOja9mEqC"" collected 56.00 from pot with Pair, 10's (combination: 10♣, 10♦, A♣, 9♠, 6♠)",2021-08-06T19:26:54.356Z,162827801435601
"""Ayherk @ lYOja9mEqC"" shows a 4♠, 6♠.",2021-08-06T19:26:54.356Z,162827801435600
"""bubbles @ rYQPN15HQa"" checks",2021-08-06T19:26:53.549Z,162827801354900
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:26:52.689Z,162827801268900
"River: A♣, 10♣, 3♠, 10♦ [9♠]",2021-08-06T19:26:46.734Z,162827800673400
"""bubbles @ rYQPN15HQa"" checks",2021-08-06T19:26:45.928Z,162827800592800
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:26:43.782Z,162827800378200
"Turn: A♣, 10♣, 3♠ [10♦]",2021-08-06T19:26:41.041Z,162827800104100
"""bubbles @ rYQPN15HQa"" calls 14.00",2021-08-06T19:26:40.231Z,162827800023100
"""Ayherk @ lYOja9mEqC"" bets 14.00",2021-08-06T19:26:38.392Z,162827799839200
"Flop:  [A♣, 10♣, 3♠]",2021-08-06T19:26:30.355Z,162827799035500
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:26:29.529Z,162827798952900
"""ZayZay @ 6qGmhA5z2u"" folds",2021-08-06T19:26:26.608Z,162827798660800
"""Ayherk @ lYOja9mEqC"" calls 12.00",2021-08-06T19:26:21.645Z,162827798164500
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:26:19.905Z,162827797990500
"""bubbles @ rYQPN15HQa"" raises to 12.00",2021-08-06T19:26:19.047Z,162827797904700
"""moosh @ BbPu85ru25"" calls 2.00",2021-08-06T19:26:15.377Z,162827797537700
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:25:59.789Z,162827795978900
"""ZayZay @ 6qGmhA5z2u"" posts a big blind of 2.00",2021-08-06T19:25:57.689Z,162827795768909
"""Ayherk @ lYOja9mEqC"" posts a small blind of 1.00",2021-08-06T19:25:57.689Z,162827795768908
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (110.00) | #3 ""Ayherk @ lYOja9mEqC"" (220.25) | #4 ""ZayZay @ 6qGmhA5z2u"" (463.75) | #6 ""sneakers @ P4t9Uuig11"" (511.00) | #9 ""moosh @ BbPu85ru25"" (314.00) | #10 ""bubbles @ rYQPN15HQa"" (729.00)",2021-08-06T19:25:57.689Z,162827795768901
"-- starting hand #177  (No Limit Texas Hold'em) (dealer: ""WyzDM @ hZZiY4wb9J"") --",2021-08-06T19:25:57.689Z,162827795768900
"-- ending hand #176 --",2021-08-06T19:25:51.663Z,162827795166303
"""WyzDM @ hZZiY4wb9J"" shows a 8♣, 7♠.",2021-08-06T19:25:51.663Z,162827795166302
"""Ayherk @ lYOja9mEqC"" collected 36.00 from pot with Two Pair, A's & K's (combination: A♦, A♥, K♣, K♥, Q♣)",2021-08-06T19:25:51.663Z,162827795166301
"""Ayherk @ lYOja9mEqC"" shows a Q♣, K♣.",2021-08-06T19:25:51.663Z,162827795166300
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:25:50.848Z,162827795084800
"""WyzDM @ hZZiY4wb9J"" checks",2021-08-06T19:25:49.386Z,162827794938600
"River: 6♥, A♦, Q♥, A♥ [K♥]",2021-08-06T19:25:44.894Z,162827794489400
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:25:44.062Z,162827794406200
"""WyzDM @ hZZiY4wb9J"" checks",2021-08-06T19:25:42.653Z,162827794265300
"Turn: 6♥, A♦, Q♥ [A♥]",2021-08-06T19:25:39.519Z,162827793951900
"""Ayherk @ lYOja9mEqC"" calls 10.00",2021-08-06T19:25:38.711Z,162827793871100
"""WyzDM @ hZZiY4wb9J"" bets 10.00",2021-08-06T19:25:37.358Z,162827793735800
"Flop:  [6♥, A♦, Q♥]",2021-08-06T19:25:32.806Z,162827793280600
"""Ayherk @ lYOja9mEqC"" calls 8.00",2021-08-06T19:25:32.000Z,162827793200000
"""WyzDM @ hZZiY4wb9J"" raises to 8.00",2021-08-06T19:25:30.661Z,162827793066100
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:25:24.110Z,162827792411000
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:25:23.256Z,162827792325600
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:25:02.417Z,162827790241700
"""ZayZay @ 6qGmhA5z2u"" folds",2021-08-06T19:25:01.503Z,162827790150300
"""Ayherk @ lYOja9mEqC"" posts a big blind of 2.00",2021-08-06T19:24:50.823Z,162827789082309
"""WyzDM @ hZZiY4wb9J"" posts a small blind of 1.00",2021-08-06T19:24:50.823Z,162827789082308
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (128.00) | #3 ""Ayherk @ lYOja9mEqC"" (202.25) | #4 ""ZayZay @ 6qGmhA5z2u"" (463.75) | #6 ""sneakers @ P4t9Uuig11"" (511.00) | #9 ""moosh @ BbPu85ru25"" (314.00) | #10 ""bubbles @ rYQPN15HQa"" (729.00)",2021-08-06T19:24:50.823Z,162827789082301
"-- starting hand #176  (No Limit Texas Hold'em) (dealer: ""bubbles @ rYQPN15HQa"") --",2021-08-06T19:24:50.823Z,162827789082300
"-- ending hand #175 --",2021-08-06T19:24:44.918Z,162827788491802
"""ZayZay @ 6qGmhA5z2u"" collected 16.00 from pot",2021-08-06T19:24:44.918Z,162827788491801
"Uncalled bet of 6.00 returned to ""ZayZay @ 6qGmhA5z2u""",2021-08-06T19:24:44.918Z,162827788491800
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:24:44.112Z,162827788411200
"""ZayZay @ 6qGmhA5z2u"" bets 6.00",2021-08-06T19:24:42.115Z,162827788211500
"Flop:  [4♣, 5♥, 6♥]",2021-08-06T19:24:32.598Z,162827787259800
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:24:31.789Z,162827787178900
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:24:22.359Z,162827786235900
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:24:11.634Z,162827785163400
"""sneakers @ P4t9Uuig11"" calls 6.00",2021-08-06T19:24:10.725Z,162827785072500
"""ZayZay @ 6qGmhA5z2u"" raises to 6.00",2021-08-06T19:24:09.189Z,162827784918900
"""Ayherk @ lYOja9mEqC"" folds",2021-08-06T19:23:58.333Z,162827783833300
"""ZayZay @ 6qGmhA5z2u"" posts a missed big blind of 2.00",2021-08-06T19:23:52.143Z,162827783214312
"""ZayZay @ 6qGmhA5z2u"" posts a missing small blind of 1.00",2021-08-06T19:23:52.143Z,162827783214311
"""WyzDM @ hZZiY4wb9J"" posts a big blind of 2.00",2021-08-06T19:23:52.143Z,162827783214310
"""bubbles @ rYQPN15HQa"" posts a small blind of 1.00",2021-08-06T19:23:52.143Z,162827783214309
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (130.00) | #3 ""Ayherk @ lYOja9mEqC"" (202.25) | #4 ""ZayZay @ 6qGmhA5z2u"" (454.75) | #6 ""sneakers @ P4t9Uuig11"" (517.00) | #9 ""moosh @ BbPu85ru25"" (314.00) | #10 ""bubbles @ rYQPN15HQa"" (730.00)",2021-08-06T19:23:52.143Z,162827783214302
"-- starting hand #175  (No Limit Texas Hold'em) (dealer: ""moosh @ BbPu85ru25"") --",2021-08-06T19:23:52.143Z,162827783214301
"The player ""ZayZay @ 6qGmhA5z2u"" joined the game with a stack of 454.75.",2021-08-06T19:23:52.143Z,162827783214300
"The player ""ZayZay @ 6qGmhA5z2u"" sit back with the stack of 454.75.",2021-08-06T19:23:46.406Z,162827782640600
"-- ending hand #174 --",2021-08-06T19:23:46.204Z,162827782620402
"""sneakers @ P4t9Uuig11"" collected 23.00 from pot",2021-08-06T19:23:46.204Z,162827782620401
"Uncalled bet of 11.50 returned to ""sneakers @ P4t9Uuig11""",2021-08-06T19:23:46.204Z,162827782620400
"""Ayherk @ lYOja9mEqC"" folds",2021-08-06T19:23:45.395Z,162827782539500
"""sneakers @ P4t9Uuig11"" bets 11.50",2021-08-06T19:23:42.852Z,162827782285200
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:23:38.205Z,162827781820500
"Flop:  [A♦, 10♥, 7♥]",2021-08-06T19:23:35.741Z,162827781574100
"""Ayherk @ lYOja9mEqC"" calls 10.00",2021-08-06T19:23:34.931Z,162827781493100
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:23:26.098Z,162827780609800
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:23:25.247Z,162827780524700
"""sneakers @ P4t9Uuig11"" raises to 10.00",2021-08-06T19:23:10.441Z,162827779044100
"""Ayherk @ lYOja9mEqC"" calls 2.00",2021-08-06T19:23:05.345Z,162827778534500
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:23:02.316Z,162827778231600
"""bubbles @ rYQPN15HQa"" posts a big blind of 2.00",2021-08-06T19:23:01.338Z,162827778133808
"""moosh @ BbPu85ru25"" posts a small blind of 1.00",2021-08-06T19:23:01.338Z,162827778133807
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (130.00) | #3 ""Ayherk @ lYOja9mEqC"" (212.25) | #6 ""sneakers @ P4t9Uuig11"" (504.00) | #9 ""moosh @ BbPu85ru25"" (315.00) | #10 ""bubbles @ rYQPN15HQa"" (732.00)",2021-08-06T19:23:01.338Z,162827778133801
"-- starting hand #174  (No Limit Texas Hold'em) (dealer: ""sneakers @ P4t9Uuig11"") --",2021-08-06T19:23:01.338Z,162827778133800
"-- ending hand #173 --",2021-08-06T19:22:55.292Z,162827777529203
"""Ayherk @ lYOja9mEqC"" shows a 9♦, A♥.",2021-08-06T19:22:55.292Z,162827777529202
"""sneakers @ P4t9Uuig11"" collected 52.00 from pot with Two Pair, Q's & 8's (combination: Q♥, Q♦, 8♦, 8♥, 10♦)",2021-08-06T19:22:55.292Z,162827777529201
"""sneakers @ P4t9Uuig11"" shows a 7♠, 8♦.",2021-08-06T19:22:55.292Z,162827777529200
"""sneakers @ P4t9Uuig11"" calls 13.00",2021-08-06T19:22:54.436Z,162827777443600
"""Ayherk @ lYOja9mEqC"" bets 13.00",2021-08-06T19:22:52.256Z,162827777225600
"""sneakers @ P4t9Uuig11"" checks",2021-08-06T19:22:47.062Z,162827776706200
"River: 8♥, 3♠, 10♦, Q♥ [Q♦]",2021-08-06T19:22:46.061Z,162827776606100
"""Ayherk @ lYOja9mEqC"" calls 6.00",2021-08-06T19:22:45.256Z,162827776525600
"""sneakers @ P4t9Uuig11"" bets 6.00",2021-08-06T19:22:43.256Z,162827776325600
"Turn: 8♥, 3♠, 10♦ [Q♥]",2021-08-06T19:22:39.895Z,162827775989500
"""Ayherk @ lYOja9mEqC"" calls 4.00",2021-08-06T19:22:39.066Z,162827775906600
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:22:38.080Z,162827775808000
"""sneakers @ P4t9Uuig11"" bets 4.00",2021-08-06T19:22:35.568Z,162827775556800
"Flop:  [8♥, 3♠, 10♦]",2021-08-06T19:22:33.050Z,162827775305000
"""moosh @ BbPu85ru25"" checks",2021-08-06T19:22:32.243Z,162827775224300
"""sneakers @ P4t9Uuig11"" calls 2.00",2021-08-06T19:22:31.379Z,162827775137900
"""Ayherk @ lYOja9mEqC"" calls 2.00",2021-08-06T19:22:30.151Z,162827775015100
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:22:28.627Z,162827774862700
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:22:23.162Z,162827774316200
"""moosh @ BbPu85ru25"" posts a big blind of 2.00",2021-08-06T19:22:16.838Z,162827773683809
"""sneakers @ P4t9Uuig11"" posts a small blind of 1.00",2021-08-06T19:22:16.838Z,162827773683808
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (130.00) | #3 ""Ayherk @ lYOja9mEqC"" (237.25) | #6 ""sneakers @ P4t9Uuig11"" (477.00) | #9 ""moosh @ BbPu85ru25"" (317.00) | #10 ""bubbles @ rYQPN15HQa"" (732.00)",2021-08-06T19:22:16.838Z,162827773683802
"-- starting hand #173  (No Limit Texas Hold'em) (dealer: ""Ayherk @ lYOja9mEqC"") --",2021-08-06T19:22:16.838Z,162827773683801
"The player ""fry @ 50zmWBkrSR"" stand up with the stack of 776.50.",2021-08-06T19:22:16.838Z,162827773683800
"-- ending hand #172 --",2021-08-06T19:22:10.827Z,162827773082703
"""Ayherk @ lYOja9mEqC"" shows a 9♥, 8♦.",2021-08-06T19:22:10.827Z,162827773082702
"""sneakers @ P4t9Uuig11"" collected 106.00 from pot with Pair, A's (combination: A♥, A♣, Q♦, J♦, 10♠)",2021-08-06T19:22:10.827Z,162827773082701
"""sneakers @ P4t9Uuig11"" shows a J♦, A♥.",2021-08-06T19:22:10.827Z,162827773082700
"""sneakers @ P4t9Uuig11"" checks",2021-08-06T19:22:10.018Z,162827773001800
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:22:08.867Z,162827772886700
"River: A♣, 7♠, 10♠, Q♦ [5♠]",2021-08-06T19:22:05.113Z,162827772511300
"""Ayherk @ lYOja9mEqC"" calls 22.00",2021-08-06T19:22:04.305Z,162827772430500
"""sneakers @ P4t9Uuig11"" bets 22.00",2021-08-06T19:22:02.403Z,162827772240300
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:21:56.448Z,162827771644800
"Turn: A♣, 7♠, 10♠ [Q♦]",2021-08-06T19:21:54.891Z,162827771489100
"""Ayherk @ lYOja9mEqC"" calls 22.00",2021-08-06T19:21:54.083Z,162827771408300
"""sneakers @ P4t9Uuig11"" raises to 22.00",2021-08-06T19:21:52.490Z,162827771249000
"""Ayherk @ lYOja9mEqC"" bets 9.00",2021-08-06T19:21:49.953Z,162827770995300
"Flop:  [A♣, 7♠, 10♠]",2021-08-06T19:21:45.218Z,162827770521800
"""Ayherk @ lYOja9mEqC"" calls 8.00",2021-08-06T19:21:44.399Z,162827770439900
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:21:43.074Z,162827770307400
"""sneakers @ P4t9Uuig11"" raises to 8.00",2021-08-06T19:21:40.728Z,162827770072800
"""Ayherk @ lYOja9mEqC"" calls 2.00",2021-08-06T19:21:30.931Z,162827769093100
"""WyzDM @ hZZiY4wb9J"" calls 2.00",2021-08-06T19:21:28.229Z,162827768822900
"""bubbles @ rYQPN15HQa"" folds",2021-08-06T19:21:26.888Z,162827768688800
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:21:26.032Z,162827768603200
"""fry @ 50zmWBkrSR"" folds",2021-08-06T19:21:17.230Z,162827767723000
"""sneakers @ P4t9Uuig11"" posts a big blind of 2.00",2021-08-06T19:21:14.213Z,162827767421309
"""Ayherk @ lYOja9mEqC"" posts a small blind of 1.00",2021-08-06T19:21:14.213Z,162827767421308
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (132.00) | #3 ""Ayherk @ lYOja9mEqC"" (289.25) | #6 ""sneakers @ P4t9Uuig11"" (423.00) | #8 ""fry @ 50zmWBkrSR"" (776.50) | #9 ""moosh @ BbPu85ru25"" (317.00) | #10 ""bubbles @ rYQPN15HQa"" (732.00)",2021-08-06T19:21:14.213Z,162827767421301
"-- starting hand #172  (No Limit Texas Hold'em) (dealer: ""WyzDM @ hZZiY4wb9J"") --",2021-08-06T19:21:14.213Z,162827767421300
"-- ending hand #171 --",2021-08-06T19:21:08.193Z,162827766819303
"""Ayherk @ lYOja9mEqC"" shows a 6♥, 8♠.",2021-08-06T19:21:08.193Z,162827766819302
"""bubbles @ rYQPN15HQa"" collected 55.00 from pot with Pair, 7's (combination: 7♣, 7♠, A♣, 10♦, 8♣)",2021-08-06T19:21:08.193Z,162827766819301
"""bubbles @ rYQPN15HQa"" shows a 8♣, 7♣.",2021-08-06T19:21:08.193Z,162827766819300
"""bubbles @ rYQPN15HQa"" checks",2021-08-06T19:21:07.385Z,162827766738500
"""Ayherk @ lYOja9mEqC"" checks",2021-08-06T19:21:06.516Z,162827766651600
"River: A♣, 10♦, 6♣, 7♠ [5♠]",2021-08-06T19:21:03.890Z,162827766389000
"""bubbles @ rYQPN15HQa"" calls 13.75",2021-08-06T19:21:03.084Z,162827766308400
"""Ayherk @ lYOja9mEqC"" bets 13.75",2021-08-06T19:21:01.860Z,162827766186000
"Turn: A♣, 10♦, 6♣ [7♠]",2021-08-06T19:20:57.602Z,162827765760200
"""bubbles @ rYQPN15HQa"" calls 8.25",2021-08-06T19:20:56.796Z,162827765679600
"""Ayherk @ lYOja9mEqC"" bets 8.25",2021-08-06T19:20:55.025Z,162827765502500
"Flop:  [A♣, 10♦, 6♣]",2021-08-06T19:20:50.790Z,162827765079000
"""Ayherk @ lYOja9mEqC"" calls 5.00",2021-08-06T19:20:49.937Z,162827764993700
"""WyzDM @ hZZiY4wb9J"" folds",2021-08-06T19:20:49.029Z,162827764902900
"""bubbles @ rYQPN15HQa"" raises to 5.00",2021-08-06T19:20:39.777Z,162827763977700
"""moosh @ BbPu85ru25"" folds",2021-08-06T19:20:26.931Z,162827762693100
"""fry @ 50zmWBkrSR"" folds",2021-08-06T19:20:06.067Z,162827760606700
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:20:03.126Z,162827760312600
"""Ayherk @ lYOja9mEqC"" posts a big blind of 2.00",2021-08-06T19:20:01.751Z,162827760175109
"""WyzDM @ hZZiY4wb9J"" posts a small blind of 1.00",2021-08-06T19:20:01.751Z,162827760175108
"Player stacks: #1 ""WyzDM @ hZZiY4wb9J"" (133.00) | #3 ""Ayherk @ lYOja9mEqC"" (316.25) | #6 ""sneakers @ P4t9Uuig11"" (423.00) | #8 ""fry @ 50zmWBkrSR"" (776.50) | #9 ""moosh @ BbPu85ru25"" (317.00) | #10 ""bubbles @ rYQPN15HQa"" (704.00)",2021-08-06T19:20:01.751Z,162827760175101
"-- starting hand #171  (No Limit Texas Hold'em) (dealer: ""bubbles @ rYQPN15HQa"") --",2021-08-06T19:20:01.751Z,162827760175100
"-- ending hand #170 --",2021-08-06T19:19:55.841Z,162827759584102
"""bubbles @ rYQPN15HQa"" collected 152.00 from pot",2021-08-06T19:19:55.841Z,162827759584101
"Uncalled bet of 50.00 returned to ""bubbles @ rYQPN15HQa""",2021-08-06T19:19:55.841Z,162827759584100
"""Ayherk @ lYOja9mEqC"" folds",2021-08-06T19:19:55.018Z,162827759501800
"""bubbles @ rYQPN15HQa"" bets 50.00",2021-08-06T19:19:49.709Z,162827758970900
"Turn: Q♠, 5♦, 6♥ [6♣]",2021-08-06T19:19:45.236Z,162827758523600
"""sneakers @ P4t9Uuig11"" folds",2021-08-06T19:19:44.429Z,162827758442900
"""Ayherk @ lYOja9mEqC"" calls 30.00",2021-08-06T19:19:38.242Z,162827757824200
"""bubbles @ rYQPN15HQa"" bets 30.00",2021-08-06T19:19:36.516Z,162827757651600
"Flop:  [Q♠, 5♦, 6♥]",2021-08-06T19:19:32.734Z,162827757273400
